source_attribute,target_attribute,similarity
spiro.pcapoor.1,pmid,-0.0020478300585253574
pm_rhythm_ecg,number_of_cycles,-0.0020537523467875404
endostatin_v18,reason_treatment_ended,-0.002059605884176299
any_increase_spiro_bl_6,blood_test_normal_range_upper,-0.0020609440220371897
bundeltakblok_18,state,-0.0020662429994005773
costs_bblokker_lim,ecog_performance_status,-0.002070006995894617
mchc_bl,viral_hepatitis_serologies,-0.0020709242812786727
costs_rehab,ecog_performance_status,-0.0020719251907935386
mch_bl,breslow_thickness,-0.002075814395831894
costs_atii_antagonist_lim,ecog_performance_status,-0.0020770115412834882
hoogste_complex_extr_voltage,tumor_grade,-0.002080127792241599
depression,ecog_performance_status,-0.002087696762571454
delta_loop_v1,number_of_cycles,-0.0020904068825421834
endostatin_v12,reason_treatment_ended,-0.0020906069126772242
costs_thiazide_lim,ecog_performance_status,-0.0020953848707283246
fram_comb_1,total_sequences,-0.0020966858254457517
delta_loop_v18,number_of_cycles,-0.002097292593639904
gradientmeanaortenklappe,primary_gleason_grade,-0.002097948382876255
fatigue_01,days_to_last_known_disease_status,-0.002098194853998642
voltage_r_v5v6,analyte_volume,-0.0021093010795313746
voltage_r_v5v6_12,copy_number_variation_workflows,-0.0021130412484600108
gradientmeanaortenklappe_12,primary_gleason_grade,-0.002113057639396721
spiro_max_bl_1,sarcomatoid_percent,-0.0021140369978651717
delta_k1,karnofsky_performance_status,-0.0021159615670172586
pacemaker,pmid,-0.002119288471865686
d_igfbp7_all,dysplasia_degree,-0.0021241110496889428
criterium_p_voltage_iib,aliquot_volume,-0.0021248014420139046
mchc_18,viral_hepatitis_serologies,-0.0021261582473304933
mchc_6,amount,-0.00212798280141506
fram_comb_bl,total_sequences,-0.00213019360488785
delta_loop_v12,number_of_cycles,-0.002131012089347846
loop.3.med,rin,-0.0021321260659724274
delta_k12,karnofsky_performance_status,-0.002136801277133223
costs_extvisits_lim,amount,-0.0021376246181670586
delta_urea_bl_12,doi,-0.0021410063112391195
fatigue18,karnofsky_performance_status,-0.0021411086028256276
ras_and_spiro_v6,rin,-0.0021509190337506384
increase_endostatin,therapeutic_target_level,-0.0021520135840798595
delta_urea_bl_18,pmid,-0.0021544011971940174
fatigue12,karnofsky_performance_status,-0.0021568602930043847
igfbp7_v6all,inss_stage,-0.0021573351748651907
endostatin_blall,reason_treatment_ended,-0.002158303757810433
gradientmitralklappe,gleason_score,-0.002161754353523851
delta_hscrp_bl_18,margin_distance,-0.002165219974262587
insulin,blood_test_normal_range_upper,-0.0021655673710600895
igfbp7_v18,inss_stage,-0.0021757255023184675
hyper_k_any,kmer_content,-0.002177803053546519
loop.1.med,rin,-0.002179442906057228
loop.2.med,rin,-0.002182885002766426
endostatin_v1,reason_treatment_ended,-0.0021838807521715868
delta_shbg_bl_12,test_value_range,-0.0021859836486443664
delta_hstnt_bl_12,test_value_range,-0.002186185803530462
d_ln_igfbp7_6_bl,dbgap_accession_number,-0.0021869171731972005
costs_hosp_lim,ecog_performance_status,-0.0021889831900623814
sini_12,test_value,-0.002189065144745934
delta_k6,karnofsky_performance_status,-0.0021912736716997367
delta_hscrp_bl_12,margin_distance,-0.0021928921249319624
costs_eh_lim,ecog_performance_status,-0.0021931803322357882
fatigue1,karnofsky_performance_status,-0.002195306752738106
spiro_group_bl,smoking_frequency,-0.0021955219596663973
mch_18,icd_10,-0.002195684351354177
loop_increase_bl1,year_of_follow_up,-0.002195999876885853
bundeltakblok,test_value,-0.002198509663185677
delta_ras_v3,passage_count,-0.0021991017098903763
delta_gdf15_bl_12,pairs_on_diff_chr,-0.0022020994300932014
delta_k18,karnofsky_performance_status,-0.0022038729901524465
igfbp7_bl,inss_stage,-0.0022084460614946663
igfbp7.v6,ishak_fibrosis_score,-0.0022094380167015145
delta_plgf_bl_12,pairs_on_diff_chr,-0.002214078321237834
gdf15_delta_bl_v6,margin_distance,-0.0022153542342463976
any_spiro_fu,smoking_frequency,-0.002215561397474266
costs_aceremmer_lim,ecog_performance_status,-0.0022155940275797544
voltage_r_v1_18,analyte_volume,-0.0022165205708076932
statin_at_bl,rin,-0.0022168697888203855
igfbp7_v6,inss_stage,-0.002217802554533557
voltage_r_v1,analyte_volume,-0.002218575660381734
delta_ef_class,passage_count,-0.002219673397837538
delta_loop_v6,number_of_cycles,-0.002220805890149885
delta_ef_class_18,passage_count,-0.0022210092591794404
il6_bl_z,pmid,-0.002221140083137259
p_pv_12_18,days_to_progression,-0.0022235336152007846
voltage_r_v1_12,analyte_volume,-0.0022238172694666355
crea_10_v3,cytoband,-0.0022271188290703342
loop_increase_1_3,year_of_follow_up,-0.002229635293159188
fram_comb_3,total_sequences,-0.002229668226800541
creatinine10,rhabdoid_percent,-0.0022355877832399393
endostatin_v3,reason_treatment_ended,-0.002235860965518447
d_mimican_all,submitted_tangent_copy_numbers,-0.0022402701274935625
delta_il6_bl_12,pairs_on_diff_chr,-0.0022425817048735354
gradientmitralklappe_18,gleason_score,-0.0022429952724896097
igfbp7.v18,ishak_fibrosis_score,-0.002243608414936927
crea_10_v1,centers,-0.0022441280683378217
hyper_k_any60,kmer_content,-0.0022443241525066174
delta_cysc_bl_12,cytoband,-0.0022457735362620334
delta_ras_v12_01,passage_count,-0.0022466082598908074
delta_ras_v1,aa_change,-0.002247131707490015
fatigue01,karnofsky_performance_status,-0.002247349342705226
delta_k3,karnofsky_performance_status,-0.0022498380332624315
atheist,test_value,-0.002250066595768783
ln_igfbp7_6,blood_test_normal_range_upper,-0.002251972193929307
sini_18,test_value_range,-0.00225208996584493
igfbp7.v1,ishak_fibrosis_score,-0.0022528116223639884
totaldurationbradycardia,cause_of_death,-0.0022557319409212363
fatigue,current_weight,-0.0022576659196851387
crea_10_v6,cytoband,-0.002259422937039741
costs_cardiac_hosp,vascular_invasion_present,-0.0022602813364659856
delta_sflt_bl_18,test_value_range,-0.0022611444406981374
voltage_s_v5v6,copy_number_variation_workflows,-0.0022618835505294334
delta_bb_v12,aa_change,-0.002262492595242573
ln_igfbp7_1,blood_test_normal_range_upper,-0.0022651794947196294
vhf1,state,-0.0022653151752512883
igfbp7.bl,growth_rate,-0.002265315630555086
loop_decrease_bl1,minor_version,-0.0022655080722935013
endostatinv3,pmid,-0.0022663488666395753
delta_plgf_bl_18,pairs_on_diff_chr,-0.0022666141569855926
igfbp7.v12,ishak_fibrosis_score,-0.0022698213169352736
delta_gdf15_bl_18,pairs_on_diff_chr,-0.002270683510559831
delta_plgf_bl_6,pairs_on_diff_chr,-0.0022712230455598833
lvedvi_bl,test_value,-0.002272063688138025
fatigue3,karnofsky_performance_status,-0.002272618703467193
fram_comb_18,total_sequences,-0.0022730157283786245
costs_studyvisits_lim,amount,-0.0022782200025521296
delta_bb_v1,aa_change,-0.00227894241791085
own_congestionscore_exbnp_12,classification,-0.002279313186969958
own_congestionscore_exbnp_18,ecog_performance_status,-0.002281847407906915
igfbp7.v3,ishak_fibrosis_score,-0.0022823242627508437
lvedvi_12,hpv_positive_type,-0.0022848361738017223
own_congestionscore_exbnp_bl,classification,-0.0022848988539578468
igfbp7_v12,inss_stage,-0.0022858894432533023
voltage_s_v1v2_18,copy_number_variation_workflows,-0.0022903879965406626
delta_hstnt_bl_18,test_value_range,-0.002290449614321259
voltage_s_v5v6_12,copy_number_variation_workflows,-0.0022930378646421876
ant_mi,sample_type_id,-0.002293366290448127
voltage_s_v1v2_12,copy_number_variation_workflows,-0.002295767107372413
delta_ras_v12,test_value_range,-0.0022960601712500783
fram_comb_6,total_sequences,-0.0022971994931193884
delta_uric_acid_bl_12,pediatric_kidney_staging,-0.0022988540671195503
spiro.pca2.med,tissue_microarray_coordinates,-0.002299919022701933
steps_decrease_spiro_bl_6,minor_version,-0.0023000389193686115
septum_12,iss_stage,-0.0023005904440353323
delta_ras_v18,test_value_range,-0.0023016270190143366
costs_vasc_interventions,amount,-0.0023019501329426383
igfbp7_v3,inss_stage,-0.002302562516550293
anulusdilatation_12,a260_a280_ratio,-0.0023029314643942113
crp_sens_lg10,rin,-0.0023031923534701858
own_congestionscore_exbnp_3,ecog_performance_status,-0.0023032482040693477
delta_bb_v18,aa_change,-0.00230377013398923
visit18_qrs,sites_of_involvement_count,-0.002304052725879553
igfbp7_v1,inss_stage,-0.0023060020332046384
costs_total_lim_euro,ecog_performance_status,-0.002306268841229981
own_congestionscore_bl,ecog_performance_status,-0.0023079027747913224
voltage_s_v5v6_18,aliquot_volume,-0.002308038151787116
daysicu18_trauma,days_to_first_event,-0.002309210407297779
igfbp7_blall,inss_stage,-0.0023101578945004036
bradycardiaae_per_year,adrenal_hormone,-0.0023109574079688364
costs_hfmedication_total_lim,ecog_performance_status,-0.002311350031610225
delta_bb_v12_01,aa_change,-0.0023115978686440047
endostatin_bl,reason_treatment_ended,-0.002312392829074462
delta_il6_bl_18,pairs_on_diff_chr,-0.002312493602981645
ln_igfbp7_3,igcccg_stage,-0.0023138681651463365
own_congestionscore_exbnp_6,classification,-0.0023139196144754555
d_igfbp7_01,ishak_fibrosis_score,-0.0023152808210620867
endostatin_v6,reason_treatment_ended,-0.0023157575241380826
voltage_s_v1,copy_number_variation_workflows,-0.0023187239801468118
loop.pcapoor.1,test_value_range,-0.002319325891767124
voltage_s_v1v2,copy_number_variation_workflows,-0.0023199739408389175
loop_dosebl,test_value_range,-0.0023208188329191686
rasdose_bl,rhabdoid_percent,-0.0023209460144466075
p_pv_6_12,days_to_progression,-0.0023223023644593985
delta_bb_v6,aa_change,-0.0023312812588822183
own_congestionscore_exbnp_1,classification,-0.002331806679464548
delta_shbg_bl_18,test_value_range,-0.002332870117367606
crea_10_v12,cytoband,-0.00233450420269688
statin_max_bl_1,rin,-0.0023423298126005994
statin_min_bl_1,rin,-0.002342494936111164
endostatin_v6all,reason_treatment_ended,-0.0023431640809255757
rasdose_v6,rhabdoid_percent,-0.0023468130373267768
new_spiro,initial_disease_status,-0.002347071649883764
voltage_s_v1_18,aliquot_volume,-0.002347265761069437
spiro_dose_bl,prescribed_dose,-0.002347538791580012
fatigue6,karnofsky_performance_status,-0.002349702243457861
voltage_s_v1_12,aliquot_volume,-0.0023525462227450594
igfbp7_blall_100,ishak_fibrosis_score,-0.0023541343223907846
ace_di_01,aa_change,-0.0023549207838170216
costs_echo_lim,amount,-0.0023552435942094585
costs_othervisits_lim,ecog_performance_status,-0.0023624132631088943
own_congestionscore_18,ecog_performance_status,-0.002364529666927667
causemedianemia,non_nodal_regional_disease,-0.0023684886852149744
mimican_blall,copy_number,-0.002371316425333395
mcv_18,pmid,-0.002372532238240687
spiro.pca.2.compl_poor,fragment_standard_deviation_length,-0.002372691898105681
d_6mwt_bl_18,pmid,-0.002373028822915841
ace_at_v3,aa_change,-0.002374026848839989
fram_comb_12,total_sequences,-0.002374046426903282
delta_qrs_duur_bl12,test_value_range,-0.002376358156051188
any_spiro,state,-0.0023764029275912765
ace_at_v18,aa_change,-0.002383798123638414
ace_at_v12,aa_change,-0.0023847902306131947
own_congestionscore_12,classification,-0.0023875898936641018
vhf18,test_value,-0.0023890533918372405
gradientmitralklappe_12,gleason_score,-0.0023913979028585674
mimican_v6all,copy_number,-0.002393298947981116
own_congestionscore_6,classification,-0.0023951326081416333
ace_at_v1,aa_change,-0.002395292116238695
ln_igfbp7_12,blood_test_normal_range_upper,-0.002395662429994006
septum_18,ann_arbor_clinical_stage,-0.002396549058255696
osteopontin_bl,ovarian_specimen_status,-0.002398216836065986
strf_logferritin_1_1.5,pathology_report_uuid,-0.0023995490549775086
d_igfbp7.bl_6,dbgap_accession_number,-0.002399713267880478
lvedvi_18,pmid,-0.0024027005160959605
delta_bb_v3,aa_change,-0.0024037207001382545
ace_at_bl,aa_change,-0.002404466791294446
loop.pca.2.locf,test_value_range,-0.002405644206914814
delta_sflt_bl_12,test_value_range,-0.0024057870205393007
fu_hosp_lim,test_value_range,-0.002407020286758831
ace_at_v6,aa_change,-0.002407272221526788
delta_nbnp_bl_12,margin_distance,-0.0024075485909318783
own_congestionscore_3,classification,-0.0024077451304044713
loop_decrease_1_3,number_of_cycles,-0.002410389686628359
delta_sflt_bl_6,test_value_range,-0.002414997209291257
delta_prea_bl_12,aa_change,-0.0024198393651778073
visit12_lbbb,demographics,-0.0024198713882115654
spiro.pca.1.compl_poor,fragment_standard_deviation_length,-0.002421099646089323
crea_10,cytoband,-0.0024220600335662103
strf_logferritin_3_1.5,pathology_report_uuid,-0.002423144567211886
living_home_not_alone,family_histories,-0.0024238178097604752
rasdose_v12,rhabdoid_percent,-0.002424825093528506
delta_uric_acid_bl_18,tumor_level_prostate,-0.002427147446431687
il6_v6_lg10,double_hit_lymphoma,-0.0024304663075796914
spiroat_v18,state,-0.0024305151768539575
cough18,secondhand_smoke_as_child,-0.002432328803647384
delta_nbnp_bl_18,margin_distance,-0.0024331164792170813
ln_igfbp7_bl,blood_test_normal_range_upper,-0.002434475409284725
composite_eplim_packer,library_preparation_kit_catalog_number,-0.002434613821639169
mcv_6,hpv_positive_type,-0.002437768318116271
spiro_min_1_3,fragment_minimum_length,-0.0024415828533318343
fu_hosphf_lim,distance_normal_to_tumor,-0.002442544910255979
delta_prea_bl_18,aa_change,-0.002442584673454295
jugularvein_01,barretts_esophagus_goblet_cells_present,-0.0024435836099860387
statin_max_3_6,rin,-0.0024459050522816243
own_congestionscore_1,classification,-0.0024479609006953277
statin_min_3_6,rin,-0.002450336827678683
pvar_12,days_to_progression,-0.002450582388193475
strf_logferritin_6_1.5,pathology_report_uuid,-0.0024509590762019505
il6_v1_lg10,double_hit_lymphoma,-0.0024522823408054555
statin_min_1_3,rin,-0.002452472050721086
ln_glucagon_v1_corr,pancreatitis_onset_year,-0.0024526045441261623
costs_rehab_per_year,amount,-0.0024543447152402566
osteopontin_v6,ovarian_specimen_status,-0.0024549366101770235
il6_v12_lg10,double_hit_lymphoma,-0.0024555330581517653
mcv_12,hpv_positive_type,-0.002455573580189744
vlakkettoppenprecordiaal_18,state,-0.002455587694607467
cody_congestion_bl,classification,-0.0024586191072913078
igfbp7_bl_z,inss_stage,-0.00245983674141379
delta_prea_bl_6,aa_change,-0.0024600382892281556
pvar_18,analyte_volume,-0.002460779523810507
aread4ch_18,locus,-0.0024614316706164777
plgf_sflt1_v1,a260_a280_ratio,-0.0024641879280386885
fu_nursinghome,comorbidities,-0.0024649763624480484
plgf_sflt1_v3,a260_a280_ratio,-0.0024661885329249605
vhf3,test_value,-0.0024692723055455153
rasdose_v3,rhabdoid_percent,-0.0024709265760098124
aread2ch_12,locus,-0.0024729707382927127
plgf_sflt1_v18,a260_a280_ratio,-0.0024748330825924733
aread2ch,locus,-0.0024756972492001525
il6_v18_lg10,double_hit_lymphoma,-0.0024761272077529375
bnp1_decrease,aa_change,-0.0024786423059303987
il6_v18,icd_10,-0.0024788872593734606
sst2_log2_v3,coal_dust_exposure,-0.002478933093289077
memory_18,chip_id,-0.0024791141524325546
memory7_bl_or_12,chip_id,-0.0024799139694368522
d_mimecan.bl_6,pmid,-0.0024800719598545894
strf_logferritin_1_0.8,basic_statistics,-0.002480572035192191
sst2_log2_v6,pmid,-0.002482178802293614
d_mimecan_bl_6,dlco_ref_predictive_percent,-0.0024829517563738587
spiroat_bl,samples,-0.002483081366188217
statin_max_1_3,rin,-0.00248317789059329
any_hyper_k,fastq_name,-0.0024856039009943714
cough1,smoking_frequency,-0.0024867089233109353
hstnt_bl_lg10,test_value,-0.0024929869556069087
macvisuell_18,uicc_pathologic_stage,-0.002493340119585846
endostatinv6,pmid,-0.0024936149713116113
il6_delta_bl_v6,dlco_ref_predictive_percent,-0.002494949922045919
macvisuell_12,uicc_pathologic_stage,-0.0024988617405062178
spiroat_v1,state,-0.002500724995413573
sst2_log2_v18,ajcc_clinical_t,-0.0025010245853123365
bnp3_decrease,minor_version,-0.002505884042743192
aread4ch_12,locus,-0.0025059729787516396
anulusdilatation_18,analyte_quantity,-0.0025067620202327296
visit12_qrs,sites_of_involvement_count,-0.0025076591204817623
bradycardiaae_py03,mitosis_karyorrhexis_index,-0.002508163597089407
spiroat_v12,state,-0.0025085408921696126
numberhosp18_rhythm,cytoband,-0.002508851409359516
endostatinv18,pmid,-0.0025108362303808075
plgf_sflt1_v12,a260_a280_ratio,-0.002511319914781699
vlakkettoppenprecordiaal_12,test_value,-0.002512545896140469
p_pv_bl_6,biospecimen_volume,-0.002513479572461235
p_egfr_bl_1_mdrd,prostatic_involvement_percent,-0.0025159524791534605
efgeschätzt_delta_12,ajcc_staging_system_edition,-0.0025162775660648846
totaldurationhypokalemia_per_year,exposure_duration_years,-0.0025169327482295056
bnp_delta_bl_v6,pairs_on_diff_chr,-0.0025170004367274026
il6_v6,uicc_clinical_stage,-0.002517919543326649
d_bnp3,dlco_ref_predictive_percent,-0.0025189471639976355
p_pv_bl_12,biospecimen_volume,-0.0025231429402596496
sst2_log2_v1,ajcc_clinical_t,-0.002525763213614336
sum_increases_bl_6,total_sequences,-0.0025288063124289805
